"205";"204";"331";"154";"Формите в таблицата са за преходни глаголи от несвършен вид, 
но много от глаголите, асоциирани с нея са от свършен вид или са непреходни."
"206";"205";"329";"155";
"207";"206";"332";"156";
"208";"207";"331";"157";
"209";"208";"332";"157";
"210";"209";"331";"158";
"211";"210";"332";"158";
"212";"211";"331";"159";
"213";"212";"332";"159";
"214";"213";"328";"159";
"215";"214";"329";"160";
"216";"215";"332";"160";
"223";"220";"331";"161а";
"218";"216";"328";"160b";
"219";"217";"331";"160";
"220";"218";"331";"160а";
"222";"219";"331";"161";
"224";"221";"332";"161а";
"225";"222";"331";"162";
"226";"223";"329";"162";
"227";"224";"328";"162";
"228";"225";"332";"162";
"229";"226";"331";"163";
"230";"227";"332";"163";
"231";"228";"329";"163";
"232";"229";"329";"163";
"233";"230";"331";"164";
"235";"231";"332";"164";
"236";"232";"328";"164";
"237";"233";"329";"164";
"238";"234";"328";"165";
"239";"235";"329";"165a";
"240";"236";"329";"166";
"241";"237";"331";"167";
"242";"238";"332";"167";
"243";"239";"332";"168";
"244";"240";"331";"169";
"245";"241";"332";"169";
"246";"242";"331";"170";
"247";"243";"332";"170";
"248";"244";"332";"171";
"249";"245";"332";"172";
"250";"246";"331";"172";
"251";"247";"333";"173";
"252";"248";"334";"173";
"253";"249";"335";"173";
"254";"250";"336";"173";
"255";"251";"334";"173b";
"256";"252";"333";"173b";
"257";"253";"333";"174";
"258";"254";"334";"174a";
"259";"255";"335";"174b";
"260";"256";"337";"174c";
"261";"257";"333";"175";
"262";"258";"334";"175";
"263";"259";"335";"175";
"264";"260";"336";"175";
"265";"261";"336";"175";
"266";"262";"335";"175";
"267";"263";"336";"175";
"268";"264";"333";"176";
"269";"265";"336";"176";
"270";"266";"334";"176";
"271";"267";"335";"176";
"272";"268";"333";"177";
"273";"269";"336";"177";
"274";"270";"334";"177";
"275";"271";"335";"177";
"276";"272";"336";"178";
"277";"273";"335";"178";
"278";"274";"334";"178";
"279";"275";"333";"179";
"280";"276";"334";"179a";
"281";"277";"335";"179a";
"282";"278";"336";"180";
"283";"279";"335";"180";
"284";"280";"334";"180";
"287";"282";"335";"181";
"286";"281";"334";"181";
"288";"283";"336";"182";
"289";"284";"335";"182";
"290";"285";"333";"183";
"291";"286";"334";"183";
"292";"287";"333";"184";
"293";"288";"334";"184a";
"294";"289";"333";"185";
"295";"290";"334";"185";
"296";"291";"339";"186";
"297";"292";"340";"186b";
"298";"293";"341";"186c";
"299";"294";"338";"186a";
"300";"295";"342";"188";
"301";"296";"343";"189";
"302";"297";"344";"190";
"303";"298";"345";"191";
"304";"299";"346";"192";
"305";"300";"347";"193";
"306";"301";"348";"194";
"307";"302";"349";"195";
"308";"303";"350";"196";
"309";"304";"351";"197";
"310";"305";"352";"198";
"311";"306";"353";"199";
"312";"307";"354";"200";
"313";"308";"355";"201";
"314";"309";"356";"202";
"315";"310";"358";"202";
"316";"311";"359";"202";
"317";"312";"359";"201";
"318";"313";"359";"203";
"319";"314";"359";"203";
"320";"315";"360";"205";
"321";"316";"360";"205a";
"322";"317";"360";"206";
"323";"318";"360";"206";
"324";"319";"360";"206";
"325";"320";"365";"144";
"326";"321";"378";;
"327";"322";"379";;
"328";"323";"335";"174";
"329";"324";"197";;
"330";"325";"358";"202";
"331";"326";"336";"173";
"332";"327";"194";"39";
"333";"328";"381";;
