"1385","5650","365","102"
"1387","5660","366","33"
"1388","5670","366","79"
"1389","5680","366","6"
"1390","5690","366","3"
"1391","5700","367","33"
"1392","5710","367","79"
"1393","5720","367","6"
"1397","5760","368","33"
"1395","5740","367","3"
"1396","5750","367","9"
"1398","5770","368","79"
"1399","5780","368","6"
"1400","5790","368","3"
"1401","5800","368","10"
"1402","5810","369","33"
"1403","5820","369","79"
"1404","5830","369","6"
"1405","5840","369","4"
"1406","5850","370","33"
"1407","5860","370","79"
"1408","5870","370","6"
"1409","5880","370","4"
"1410","5890","370","8"
"1411","5900","371","33"
"1412","5910","371","79"
"1413","5920","371","6"
"1414","5930","371","5"
"1415","5940","372","33"
"1416","5950","372","79"
"1417","5960","372","6"
"1418","5970","372","5"
"1419","5980","372","8"
"1420","5990","373","33"
"1421","6000","373","79"
"1422","6010","373","7"
"1423","6020","374","33"
"1424","6030","374","79"
"1425","6040","374","7"
"1426","6050","374","8"
"1427","6060","375","33"
"1428","6070","375","34"
"1429","6080","376","30"
"1430","6090","376","79"
"1431","6100","376","6"
"1432","6110","376","3"
"1433","6120","377","79"
"1434","6130","377","6"
"1435","6140","377","3"
"1436","6115","377","31"
"1437","6150","378","13"
"1438","6160","378","7"
"1439","6170","379","13"
"1440","6180","379","6"
